text,label
in agricultural prices not more than 750 Each daughter can claim an income of 250 in case of marriage It is evident therefore that if both girls had married this beauty would have had a mere pittance while even one of them would cripple him to a very serious extent My morning s work has not been wasted since it has proved that he has the very strongest motives for standing in the way of anything of the sort And now Watson this is too serious for dawdling especially as the old man is aware that we are interesting ourselves,A
endeavoured to tie my handkerchief round it but there came a sudden buzzing in my ears and next moment I fell in a dead faint among the rose bushes How long I remained unconscious I cannot tell It must have been a very long time for the moon had sunk and a bright morning was breaking when I came to myself My clothes were all sodden with dew and my coat sleeve was drenched with blood from my wounded thumb The smarting of it recalled in an instant all the particulars of my night s adventure and I sprang to,A
as I understand By the way there does not seem to be any very pressing need for repairs at that end wall There were none I believe that it was an excuse to move me from my room Ah that is suggestive Now on the other side of this narrow wing runs the corridor from which these three rooms open There are windows in it of course Yes but very small ones Too narrow for anyone to pass through As you both locked your doors at night your rooms were unapproachable from that side Now would you have the kindness,A
and wondered what it would be best to do I had a friend once called Maudsley who went to the bad and has just been serving his time in Pentonville One day he had met me and fell into talk about the ways of thieves and how they could get rid of what they stole I knew that he would be true to me for I knew one or two things about him so I made up my mind to go right on to Kilburn where he lived and take him into my confidence He would show me how to,A
looked there was no one there The cabman said that he could not imagine what had become of him for he had seen him get in with his own eyes That was last Friday Mr Holmes and I have never seen or heard anything since then to throw any light upon what became of him It seems to me that you have been very shamefully treated said Holmes Oh no sir He was too good and kind to leave me so Why all the morning he was saying to me that whatever happened I was to be true and that,A
see exactly what it was when I heard a muttered exclamation in German and saw the cadaverous face of the colonel looking down at me What are you doing there he asked I felt angry at having been tricked by so elaborate a story as that which he had told me I was admiring your fuller s earth said I I think that I should be better able to advise you as to your machine if I knew what the exact purpose was for which it was used The instant that I uttered the words I regretted the rashness of,A
her manner had shaken me more than I cared to confess I still shook my head and declared my intention of remaining where I was She was about to renew her entreaties when a door slammed overhead and the sound of several footsteps was heard upon the stairs She listened for an instant threw up her hands with a despairing gesture and vanished as suddenly and as noiselessly as she had come The newcomers were Colonel Lysander Stark and a short thick man with a chinchilla beard growing out of the creases of his double chin who was introduced to,A
had ceased to enter into my head It was close upon four before the door opened and a drunken looking groom ill kempt and side whiskered with an inflamed face and disreputable clothes walked into the room Accustomed as I was to my friend s amazing powers in the use of disguises I had to look three times before I was certain that it was indeed he With a nod he vanished into the bedroom whence he emerged in five minutes tweed suited and respectable as of old Putting his hands into his pockets he stretched out his legs in,A
both my friend and I must spend the night in your room Both Miss Stoner and I gazed at him in astonishment Yes it must be so Let me explain I believe that that is the village inn over there Yes that is the Crown Very good Your windows would be visible from there Certainly You must confine yourself to your room on pretence of a headache when your stepfather comes back Then when you hear him retire for the night you must open the shutters of your window undo the hasp put your lamp there as a signal to,A
as I was I determined to wait until I got back to town before telling my story to the police It was a little past six when I arrived so I went first to have my wound dressed and then the doctor was kind enough to bring me along here I put the case into your hands and shall do exactly what you advise We both sat in silence for some little time after listening to this extraordinary narrative Then Sherlock Holmes pulled down from the shelf one of the ponderous commonplace books in which he placed his cuttings Here,A
such a very positive one too She has heard of you and would have your opinion though I repeatedly told her that there was nothing which you could do which I had not already done Why bless my soul here is her carriage at the door He had hardly spoken before there rushed into the room one of the most lovely young women that I have ever seen in my life Her violet eyes shining her lips parted a pink flush upon her cheeks all thought of her natural reserve lost in her overpowering excitement and concern Oh Mr Sherlock,A
It is true that you have missed everything of importance but you have hit upon the method and you have a quick eye for colour Never trust to general impressions my boy but concentrate yourself upon details My first glance is always at a woman s sleeve In a man it is perhaps better first to take the knee of the trouser As you observe this woman had plush upon her sleeves which is a most useful material for showing traces The double line a little above the wrist where the typewritist presses against the table was beautifully defined The,A
you work it out He chuckled to himself and rubbed his long nervous hands together It is simplicity itself said he my eyes tell me that on the inside of your left shoe just where the firelight strikes it the leather is scored by six almost parallel cuts Obviously they have been caused by someone who has very carelessly scraped round the edges of the sole in order to remove crusted mud from it Hence you see my double deduction that you had been out in vile weather and that you had a particularly malignant boot slitting specimen of the,A
was weary and haggard Sherlock Holmes ran her over with one of his quick all comprehensive glances You must not fear said he soothingly bending forward and patting her forearm We shall soon set matters right I have no doubt You have come in by train this morning I see You know me then No but I observe the second half of a return ticket in the palm of your left glove You must have started early and yet you had a good drive in a dog cart along heavy roads before you reached the station The lady gave a,A
mortar its silence broken only by the heavy regular footfall of the policeman or the songs and shouts of some belated party of revellers A dull wrack was drifting slowly across the sky and a star or two twinkled dimly here and there through the rifts of the clouds Holmes drove in silence with his head sunk upon his breast and the air of a man who is lost in thought while I sat beside him curious to learn what this new quest might be which seemed to tax his powers so sorely and yet afraid to break in upon,A
to wash linen of the sort in public It was quite against my wishes that she came but she is a very excitable impulsive girl as you may have noticed and she is not easily controlled when she has made up her mind on a point Of course I did not mind you so much as you are not connected with the official police but it is not pleasant to have a family misfortune like this noised abroad Besides it is a useless expense for how could you possibly find this Hosmer Angel On the contrary said Holmes quietly I,A
it was reported as having cleared from London the name is that which is given to one of the states of the Union Texas I think I was not and am not sure which but I knew that the ship must have an American origin What then I searched the Dundee records and when I found that the barque _Lone Star_ was there in January 85 my suspicion became a certainty I then inquired as to the vessels which lay at present in the port of London Yes The _Lone Star_ had arrived here last week I went down to,A
and was dressing in my room above the opium den when I looked out of my window and saw to my horror and astonishment that my wife was standing in the street with her eyes fixed full upon me I gave a cry of surprise threw up my arms to cover my face and rushing to my confidant the Lascar entreated him to prevent anyone from coming up to me I heard her voice downstairs but I knew that she could not ascend Swiftly I threw off my clothes pulled on those of a beggar and put on my pigments,A
pistol shots Our footfalls rang out crisply and loudly as we swung through the doctors quarter Wimpole Street Harley Street and so through Wigmore Street into Oxford Street In a quarter of an hour we were in Bloomsbury at the Alpha Inn which is a small public house at the corner of one of the streets which runs down into Holborn Holmes pushed open the door of the private bar and ordered two glasses of beer from the ruddy faced white aproned landlord Your beer should be excellent if it is as good as your geese said he My geese,A
into the street Filled with the most maddening doubts and fears she rushed down the lane and by rare good fortune met in Fresno Street a number of constables with an inspector all on their way to their beat The inspector and two men accompanied her back and in spite of the continued resistance of the proprietor they made their way to the room in which Mr St Clair had last been seen There was no sign of him there In fact in the whole of that floor there was no one to be found save a crippled wretch of,A
minutes past four I had hardly finished when Holmes returned with the news that the boy was putting in the horse I want to test a little theory of mine said he pulling on his boots I think Watson that you are now standing in the presence of one of the most absolute fools in Europe I deserve to be kicked from here to Charing Cross But I think I have the key of the affair now And where is it I asked smiling In the bathroom he answered Oh yes I am not joking he continued seeing my look,A
leaving me palpitating with horror I took up the envelope and saw scrawled in red ink upon the inner flap just above the gum the letter K three times repeated There was nothing else save the five dried pips What could be the reason of his overpowering terror I left the breakfast table and as I ascended the stair I met him coming down with an old rusty key which must have belonged to the attic in one hand and a small brass box like a cashbox in the other They may do what they like but I ll checkmate,A
Gutenberg tm works 1 E 9 If you wish to charge a fee or distribute a Project Gutenberg tm electronic work or group of works on different terms than are set forth in this agreement you must obtain permission in writing from the Project Gutenberg Literary Archive Foundation the manager of the Project Gutenberg tm trademark Contact the Foundation as set forth in Section 3 below 1 F 1 F 1 Project Gutenberg volunteers and employees expend considerable effort to identify do copyright research on transcribe and proofread works not protected by U S copyright law in creating the Project,A
course I d have done my duty by him We can t command our love but we can our actions I went to the altar with him with the intention to make him just as good a wife as it was in me to be But you may imagine what I felt when just as I came to the altar rails I glanced back and saw Frank standing and looking at me out of the first pew I thought it was his ghost at first but when I looked again there he was still with a kind of question in,A
unfortunate enough to lose your wife s affection But he might be a bachelor Nay he was bringing home the goose as a peace offering to his wife Remember the card upon the bird s leg You have an answer to everything But how on earth do you deduce that the gas is not laid on in his house One tallow stain or even two might come by chance but when I see no less than five I think that there can be little doubt that the individual must be brought into frequent contact with burning tallow walks upstairs at,A
miles or so from Eyford that was all I knew but whether north south east or west I had no idea For that matter Reading and possibly other large towns were within that radius so the place might not be so secluded after all Yet it was quite certain from the absolute stillness that we were in the country I paced up and down the room humming a tune under my breath to keep up my spirits and feeling that I was thoroughly earning my fifty guinea fee Suddenly without any preliminary sound in the midst of the utter stillness,A
young I am but thirty now It must be recovered We have tried and failed Your Majesty must pay It must be bought She will not sell Stolen then Five attempts have been made Twice burglars in my pay ransacked her house Once we diverted her luggage when she travelled Twice she has been waylaid There has been no result No sign of it Absolutely none Holmes laughed It is quite a pretty little problem said he But a very serious one to me returned the King reproachfully Very indeed And what does she propose to do with the photograph,A
machine readable form accessible by the widest array of equipment including outdated equipment Many small donations 1 to 5 000 are particularly important to maintaining tax exempt status with the IRS The Foundation is committed to complying with the laws regulating charities and charitable donations in all 50 states of the United States Compliance requirements are not uniform and it takes a considerable effort much paperwork and many fees to meet and keep up with these requirements We do not solicit donations in locations where we have not received written confirmation of compliance To SEND DONATIONS or determine the status,A
told you that your pains were wasted Ha said Holmes looking keenly at her It is clear that Mrs Toller knows more about this matter than anyone else Yes sir I do and I am ready enough to tell what I know Then pray sit down and let us hear it for there are several points on which I must confess that I am still in the dark I will soon make it clear to you said she and I d have done so before now if I could ha got out from the cellar If there s police court,A
two of us me and my son and you can have the keeping of us If you don t it s a fine law abiding country is England and there s always a policeman within hail Well down they came to the west country there was no shaking them off and there they have lived rent free on my best land ever since There was no rest for me no peace no forgetfulness turn where I would there was his cunning grinning face at my elbow It grew worse as Alice grew up for he soon saw I was more,A
whishing sound that there was a slight leakage which allowed a regurgitation of water through one of the side cylinders An examination showed that one of the india rubber bands which was round the head of a driving rod had shrunk so as not quite to fill the socket along which it worked This was clearly the cause of the loss of power and I pointed it out to my companions who followed my remarks very carefully and asked several practical questions as to how they should proceed to set it right When I had made it clear to them,A
St Simon sank into a chair and passed his hand over his forehead What will the Duke say he murmured when he hears that one of the family has been subjected to such humiliation It is the purest accident I cannot allow that there is any humiliation Ah you look on these things from another standpoint I fail to see that anyone is to blame I can hardly see how the lady could have acted otherwise though her abrupt method of doing it was undoubtedly to be regretted Having no mother she had no one to advise her at such,A
Oh very well Kill it and take it with you Well I did what she said Mr Holmes and I carried the bird all the way to Kilburn I told my pal what I had done for he was a man that it was easy to tell a thing like that to He laughed until he choked and we got a knife and opened the goose My heart turned to water for there was no sign of the stone and I knew that some terrible mistake had occurred I left the bird rushed back to my sister s and hurried,A
must stretch a point in favour of a man with such a head of hair as yours When shall you be able to enter upon your new duties Well it is a little awkward for I have a business already said I Oh never mind about that Mr Wilson said Vincent Spaulding I should be able to look after that for you What would be the hours I asked Ten to two Now a pawnbroker s business is mostly done of an evening Mr Holmes especially Thursday and Friday evening which is just before pay day so it would suit,A
direction in which all this points The culprit is Mr John Turner cried the hotel waiter opening the door of our sitting room and ushering in a visitor The man who entered was a strange and impressive figure His slow limping step and bowed shoulders gave the appearance of decrepitude and yet his hard deep lined craggy features and his enormous limbs showed that he was possessed of unusual strength of body and of character His tangled beard grizzled hair and outstanding drooping eyebrows combined to give an air of dignity and power to his appearance but his face was,A
in Victoria Street I suppose that everyone finds his first independent start in business a dreary experience To me it has been exceptionally so During two years I have had three consultations and one small job and that is absolutely all that my profession has brought me My gross takings amount to 27 10_s_ Every day from nine in the morning until four in the afternoon I waited in my little den until at last my heart began to sink and I came to believe that I should never have any practice at all Yesterday however just as I was,A
an hour or more he was at work returning at last with his feet heavy with snow and his features as inscrutable as ever I think that I have seen now all that there is to see Mr Holder said he I can serve you best by returning to my rooms But the gems Mr Holmes Where are they I cannot tell The banker wrung his hands I shall never see them again he cried And my son You give me hopes My opinion is in no way altered Then for God s sake what was this dark business which,A
of the prizes which have been borne away by these charming invaders Lord St Simon who has shown himself for over twenty years proof against the little god s arrows has now definitely announced his approaching marriage with Miss Hatty Doran the fascinating daughter of a California millionaire Miss Doran whose graceful figure and striking face attracted much attention at the Westbury House festivities is an only child and it is currently reported that her dowry will run to considerably over the six figures with expectancies for the future As it is an open secret that the Duke of Balmoral,A
was a quarter past six when we left Baker Street and it still wanted ten minutes to the hour when we found ourselves in Serpentine Avenue It was already dusk and the lamps were just being lighted as we paced up and down in front of Briony Lodge waiting for the coming of its occupant The house was just such as I had pictured it from Sherlock Holmes succinct description but the locality appeared to be less private than I expected On the contrary for a small street in a quiet neighbourhood it was remarkably animated There was a group,A
intellectual problem And first as to how it came here It arrived upon Christmas morning in company with a good fat goose which is I have no doubt roasting at this moment in front of Peterson s fire The facts are these about four o clock on Christmas morning Peterson who as you know is a very honest fellow was returning from some small jollification and was making his way homeward down Tottenham Court Road In front of him he saw in the gaslight a tallish man walking with a slight stagger and carrying a white goose slung over his,A
founded upon the observation of trifles His height I know that you might roughly judge from the length of his stride His boots too might be told from their traces Yes they were peculiar boots But his lameness The impression of his right foot was always less distinct than his left He put less weight upon it Why Because he limped he was lame But his left handedness You were yourself struck by the nature of the injury as recorded by the surgeon at the inquest The blow was struck from immediately behind and yet was upon the left side,A
in the same format with its attached full Project Gutenberg tm License when you share it without charge with others 1 D The copyright laws of the place where you are located also govern what you can do with this work Copyright laws in most countries are in a constant state of change If you are outside the United States check the laws of your country in addition to the terms of this agreement before downloading copying displaying performing distributing or creating derivative works based on this work or any other Project Gutenberg tm work The Foundation makes no representations,A
suddenly assumed a much more important and less innocent aspect Here is the stone the stone came from the goose and the goose came from Mr Henry Baker the gentleman with the bad hat and all the other characteristics with which I have bored you So now we must set ourselves very seriously to finding this gentleman and ascertaining what part he has played in this little mystery To do this we must try the simplest means first and these lie undoubtedly in an advertisement in all the evening papers If this fail I shall have recourse to other methods,A
have lost my honour my gems and my son in one night Oh what shall I do He put a hand on either side of his head and rocked himself to and fro droning to himself like a child whose grief has got beyond words Sherlock Holmes sat silent for some few minutes with his brows knitted and his eyes fixed upon the fire Do you receive much company he asked None save my partner with his family and an occasional friend of Arthur s Sir George Burnwell has been several times lately No one else I think Do you,A
concerning the copyright status of any work in any country other than the United States 1 E Unless you have removed all references to Project Gutenberg 1 E 1 The following sentence with active links to or other immediate access to the full Project Gutenberg tm License must appear prominently whenever any copy of a Project Gutenberg tm work any work on which the phrase Project Gutenberg appears or with which the phrase Project Gutenberg is associated is accessed displayed performed viewed copied or distributed This eBook is for the use of anyone anywhere in the United States and most,A
baby her wee hand seemed to lead me down the right path as nothing else had ever done In a word I turned over a new leaf and did my best to make up for the past All was going well when McCarthy laid his grip upon me I had gone up to town about an investment and I met him in Regent Street with hardly a coat to his back or a boot to his foot Here we are Jack says he touching me on the arm we ll be as good as a family to you There s,A
attainments I painted my face and to make myself as pitiable as possible I made a good scar and fixed one side of my lip in a twist by the aid of a small slip of flesh coloured plaster Then with a red head of hair and an appropriate dress I took my station in the business part of the city ostensibly as a match seller but really as a beggar For seven hours I plied my trade and when I returned home in the evening I found to my surprise that I had received no less than 26_s_ 4_d_,A
front of the fire and laughed heartily for some minutes Well really he cried and then he choked and laughed again until he was obliged to lie back limp and helpless in the chair What is it It s quite too funny I am sure you could never guess how I employed my morning or what I ended by doing I can t imagine I suppose that you have been watching the habits and perhaps the house of Miss Irene Adler Quite so but the sequel was rather unusual I will tell you however I left the house a little,A
And now I will make the thing clear to you it has been a long time in the acting but will not take me long to tell You didn t know this dead man McCarthy He was a devil incarnate I tell you that God keep you out of the clutches of such a man as he His grip has been upon me these twenty years and he has blasted my life I ll tell you first how I came to be in his power It was in the early 60 s at the diggings I was a young chap,A
and drove me in his dog cart to the Copper Beeches It is as he said beautifully situated but it is not beautiful in itself for it is a large square block of a house whitewashed but all stained and streaked with damp and bad weather There are grounds round it woods on three sides and on the fourth a field which slopes down to the Southampton highroad which curves past about a hundred yards from the front door This ground in front belongs to the house but the woods all round are part of Lord Southerton s preserves A,A
most beautiful of women and the mind of the most resolute of men Rather than I should marry another woman there are no lengths to which she would not go none You are sure that she has not sent it yet I am sure And why Because she has said that she would send it on the day when the betrothal was publicly proclaimed That will be next Monday Oh then we have three days yet said Holmes with a yawn That is very fortunate as I have one or two matters of importance to look into just at present,A
was passing the front pew at the time and it fell over into the pew There was a moment s delay but the gentleman in the pew handed it up to her again and it did not appear to be the worse for the fall Yet when I spoke to her of the matter she answered me abruptly and in the carriage on our way home she seemed absurdly agitated over this trifling cause Indeed You say that there was a gentleman in the pew Some of the general public were present then Oh yes It is impossible to exclude,A
clump of copper beeches immediately in front of the hall door has given its name to the place I was driven over by my employer who was as amiable as ever and was introduced by him that evening to his wife and the child There was no truth Mr Holmes in the conjecture which seemed to us to be probable in your rooms at Baker Street Mrs Rucastle is not mad I found her to be a silent pale faced woman much younger than her husband not more than thirty I should think while he can hardly be less than,A
Opening it hurriedly out there jumped five little dried orange pips which pattered down upon his plate I began to laugh at this but the laugh was struck from my lips at the sight of his face His lip had fallen his eyes were protruding his skin the colour of putty and he glared at the envelope which he still held in his trembling hand K K K he shrieked and then My God my God my sins have overtaken me What is it uncle I cried Death said he and rising from the table he retired to his room,A
eighteen and Turner had an only daughter of the same age but neither of them had wives living They appear to have avoided the society of the neighbouring English families and to have led retired lives though both the McCarthys were fond of sport and were frequently seen at the race meetings of the neighbourhood McCarthy kept two servants a man and a girl Turner had a considerable household some half dozen at the least That is as much as I have been able to gather about the families Now for the facts On June 3rd that is on Monday,A
gentleman himself I have it here and I will read it to you The Copper Beeches near Winchester DEAR MISS HUNTER Miss Stoper has very kindly given me your address and I write from here to ask you whether you have reconsidered your decision My wife is very anxious that you should come for she has been much attracted by my description of you We are willing to give 30 a quarter or 120 a year so as to recompense you for any little inconvenience which our fads may cause you They are not very exacting after all My wife,A
of the confidence which I have in you founded upon all that I have heard of you I rely upon you not only to be discreet and to refrain from all gossip upon the matter but above all to preserve this coronet with every possible precaution because I need not say that a great public scandal would be caused if any harm were to befall it Any injury to it would be almost as serious as its complete loss for there are no beryls in the world to match these and it would be impossible to replace them I leave,A
shall expect the bank to refund but beyond that I am amply repaid by having had an experience which is in many ways unique and by hearing the very remarkable narrative of the Red headed League You see Watson he explained in the early hours of the morning as we sat over a glass of whisky and soda in Baker Street it was perfectly obvious from the first that the only possible object of this rather fantastic business of the advertisement of the League and the copying of the _Encyclopædia_ must be to get this not over bright pawnbroker out,A
tips upon the edge of the table Then my friend rose and threw open the door Get out said he What sir Oh Heaven bless you No more words Get out And no more words were needed There was a rush a clatter upon the stairs the bang of a door and the crisp rattle of running footfalls from the street After all Watson said Holmes reaching up his hand for his clay pipe I am not retained by the police to supply their deficiencies If Horner were in danger it would be another thing but this fellow will not,A
was newly come back from a weary day We heard the door open a few hurried words and then quick steps upon the linoleum Our own door flew open and a lady clad in some dark coloured stuff with a black veil entered the room You will excuse my calling so late she began and then suddenly losing her self control she ran forward threw her arms about my wife s neck and sobbed upon her shoulder Oh I m in such trouble she cried I do so want a little help Why said my wife pulling up her veil,A
Sir I can stand this strain no longer I shall go mad if it continues I have no one to turn to none save only one who cares for me and he poor fellow can be of little aid I have heard of you Mr Holmes I have heard of you from Mrs Farintosh whom you helped in the hour of her sore need It was from her that I had your address Oh sir do you not think that you could help me too and at least throw a little light through the dense darkness which surrounds me At,A
any reason that the details should find their way into the papers Inspector Bradstreet would I am sure make notes upon anything which you might tell us and submit it to the proper authorities The case would then never go into court at all God bless you cried the prisoner passionately I would have endured imprisonment ay even execution rather than have left my miserable secret as a family blot to my children You are the first who have ever heard my story My father was a schoolmaster in Chesterfield where I received an excellent education I travelled in my,A
had married a man named Oakshott and lived in Brixton Road where she fattened fowls for the market All the way there every man I met seemed to me to be a policeman or a detective and for all that it was a cold night the sweat was pouring down my face before I came to the Brixton Road My sister asked me what was the matter and why I was so pale but I told her that I had been upset by the jewel robbery at the hotel Then I went into the back yard and smoked a pipe,A
he stood there She told him of the coronet His wicked lust for gold kindled at the news and he bent her to his will I have no doubt that she loved you but there are women in whom the love of a lover extinguishes all other loves and I think that she must have been one She had hardly listened to his instructions when she saw you coming downstairs on which she closed the window rapidly and told you about one of the servants escapade with her wooden legged lover which was all perfectly true Your boy Arthur went,A
way So much for Mr Henry Baker said Holmes when he had closed the door behind him It is quite certain that he knows nothing whatever about the matter Are you hungry Watson Not particularly Then I suggest that we turn our dinner into a supper and follow up this clue while it is still hot By all means It was a bitter night so we drew on our ulsters and wrapped cravats about our throats Outside the stars were shining coldly in a cloudless sky and the breath of the passers by blew out into smoke like so many,A
have done it Certainly said Holmes stepping over and turning the key in the door I let you know then that I have caught him What where shouted Mr Windibank turning white to his lips and glancing about him like a rat in a trap Oh it won t do really it won t said Holmes suavely There is no possible getting out of it Mr Windibank It is quite too transparent and it was a very bad compliment when you said that it was impossible for me to solve so simple a question That s right Sit down and,A
insight into character And now there is only she to be described She is my niece but when my brother died five years ago and left her alone in the world I adopted her and have looked upon her ever since as my daughter She is a sunbeam in my house sweet loving beautiful a wonderful manager and housekeeper yet as tender and quiet and gentle as a woman could be She is my right hand I do not know what I could do without her In only one matter has she ever gone against my wishes Twice my boy,A
I was glad that he should go for it seemed to me that he was farther from danger when he was away from home In that however I was in error Upon the second day of his absence I received a telegram from the major imploring me to come at once My father had fallen over one of the deep chalk pits which abound in the neighbourhood and was lying senseless with a shattered skull I hurried to him but he passed away without having ever recovered his consciousness He had as it appears been returning from Fareham in the,A
ventilator is made a cord is hung and a lady who sleeps in the bed dies Does not that strike you I cannot as yet see any connection Did you observe anything very peculiar about that bed No It was clamped to the floor Did you ever see a bed fastened like that before I cannot say that I have The lady could not move her bed It must always be in the same relative position to the ventilator and to the rope or so we may call it since it was clearly never meant for a bell pull Holmes,A
practically finished I shall call with the King to morrow and with you if you care to come with us We will be shown into the sitting room to wait for the lady but it is probable that when she comes she may find neither us nor the photograph It might be a satisfaction to his Majesty to regain it with his own hands And when will you call At eight in the morning She will not be up so that we shall have a clear field Besides we must be prompt for this marriage may mean a complete change,A
No the debt is not to me You owe a very humble apology to that noble lad your son who has carried himself in this matter as I should be proud to see my own son do should I ever chance to have one Then it was not Arthur who took them I told you yesterday and I repeat to day that it was not You are sure of it Then let us hurry to him at once to let him know that the truth is known He knows it already When I had cleared it all up I had,A
in Scarlet to work out the case in his interest Lestrade being rather puzzled has referred the case to me and hence it is that two middle aged gentlemen are flying westward at fifty miles an hour instead of quietly digesting their breakfasts at home I am afraid said I that the facts are so obvious that you will find little credit to be gained out of this case There is nothing more deceptive than an obvious fact he answered laughing Besides we may chance to hit upon some other obvious facts which may have been by no means obvious,A
familiar to your ears I am Alexander Holder of the banking firm of Holder Stevenson of Threadneedle Street The name was indeed well known to us as belonging to the senior partner in the second largest private banking concern in the City of London What could have happened then to bring one of the foremost citizens of London to this most pitiable pass We waited all curiosity until with another effort he braced himself to tell his story I feel that time is of value said he that is why I hastened here when the police inspector suggested that I,A
What will you say Give me a pencil and that slip of paper Now then Found at the corner of Goodge Street a goose and a black felt hat Mr Henry Baker can have the same by applying at 6 30 this evening at 221B Baker Street That is clear and concise Very But will he see it Well he is sure to keep an eye on the papers since to a poor man the loss was a heavy one He was clearly so scared by his mischance in breaking the window and by the approach of Peterson that he,A
take a glance as to who our client is He picked a red covered volume from a line of books of reference beside the mantelpiece Here he is said he sitting down and flattening it out upon his knee Lord Robert Walsingham de Vere St Simon second son of the Duke of Balmoral Hum Arms Azure three caltrops in chief over a fess sable Born in 1846 He s forty one years of age which is mature for marriage Was Under Secretary for the colonies in a late administration The Duke his father was at one time Secretary for Foreign,A
and you are located in the United States we do not claim a right to prevent you from copying distributing performing displaying or creating derivative works based on the work as long as all references to Project Gutenberg are removed Of course we hope that you will support the Project Gutenberg tm mission of promoting free access to electronic works by freely sharing Project Gutenberg tm works in compliance with the terms of this agreement for keeping the Project Gutenberg tm name associated with the work You can easily comply with the terms of this agreement by keeping this work,A
I had given him up for dead and had gone to England followed me there and had come upon me at last on the very morning of my second wedding I saw it in a paper explained the American It gave the name and the church but not where the lady lived Then we had a talk as to what we should do and Frank was all for openness but I was so ashamed of it all that I felt as if I should like to vanish away and never see any of them again just sending a line to,A
